Day,Run1,Run2,Run3,Run4,Run5,Average
0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
1, 0.9, 0.8, 0.8, 1.0, 1.0, 0.9
2, 1.0, 0.875, 0.875, 0.9, 0.8, 0.89
3, 1.0, 1.0, 0.8571428571428571, 0.8888888888888888, 1.0, 0.9492063492063492
4, 1.5555555555555556, 1.1428571428571428, 1.5, 1.375, 1.625, 1.4396825396825397
5, 1.0, 1.25, 1.1111111111111112, 1.0909090909090908, 1.1538461538461537, 1.1211732711732711
6, 0.9285714285714286, 0.9, 0.8, 0.9166666666666666, 1.0, 0.9090476190476192
7, 1.3076923076923077, 0.8888888888888888, 1.125, 1.2727272727272727, 1.2666666666666666, 1.1721950271950272
8, 1.0588235294117647, 1.0, 1.2222222222222223, 1.1428571428571428, 1.0526315789473684, 1.0953068946876996
9, 1.0, 1.0, 1.0, 0.9375, 0.9, 0.9675
10, 1.1666666666666667, 1.0, 1.1818181818181819, 1.2, 1.1666666666666667, 1.143030303030303
11, 1.0476190476190477, 1.125, 1.0769230769230769, 1.0555555555555556, 1.0952380952380953, 1.0800671550671548
12, 0.9545454545454546, 0.7777777777777778, 1.0714285714285714, 0.9473684210526315, 0.8260869565217391, 0.9154414362652348
13, 0.9523809523809523, 1.0, 1.0666666666666667, 0.8888888888888888, 1.0, 0.9815873015873017
14, 1.1, 0.8571428571428571, 1.125, 1.1875, 1.105263157894737, 1.074981203007519
15, 1.0, 1.0, 1.0555555555555556, 0.9473684210526315, 0.9523809523809523, 0.991060985797828
16, 1.0454545454545454, 0.6666666666666666, 1.0526315789473684, 1.0, 0.9, 0.9329505582137161
17, 1.0869565217391304, 0.75, 1.05, 0.9444444444444444, 1.1666666666666667, 0.9996135265700484
18, 1.0, 0.6666666666666666, 1.0952380952380953, 1.0, 1.0, 0.9523809523809523
19, 0.96, 0.5, 1.0434782608695652, 1.0588235294117647, 0.9047619047619048, 0.893412739008647
20, 1.0416666666666667, 1.0, 0.9166666666666666, 0.8333333333333334, 1.0, 0.9583333333333334
21, 1.04, 0.0, 1.0909090909090908, 1.0, 1.0526315789473684, 0.8367081339712918
22, 0.9230769230769231, 0, 0.9166666666666666, 1.0666666666666667, 1.15, 0.8112820512820512
23, 1.0, 0, 1.0454545454545454, 0.9375, 1.0434782608695652, 0.8052865612648221
24, 0.9583333333333334, 0, 1.0, 1.0666666666666667, 0.9583333333333334, 0.7966666666666667
25, 1.0, 0, 0.9565217391304348, 1.1875, 1.1304347826086956, 0.854891304347826
26, 0.9565217391304348, 0, 0.9545454545454546, 1.0, 0.9230769230769231, 0.7668288233505626
27, 0.9090909090909091, 0, 1.0476190476190477, 0.9473684210526315, 1.0833333333333333, 0.7974823422191843
28, 1.1, 0, 1.0454545454545454, 1.2777777777777777, 1.0384615384615385, 0.8923387723387723
29, 0.9545454545454546, 0, 1.0, 0.9130434782608695, 1.0, 0.7735177865612648
30, 1.0, 0, 0.9130434782608695, 1.0476190476190477, 1.0, 0.7921325051759835
31, 1.0476190476190477, 0, 1.0952380952380953, 1.1818181818181819, 1.0, 0.864935064935065
32, 1.0909090909090908, 0, 0.9565217391304348, 0.9615384615384616, 1.0, 0.8017938583155975
33, 0.9166666666666666, 0, 1.0454545454545454, 1.0, 1.0, 0.7924242424242424
34, 0.9090909090909091, 0, 1.0869565217391304, 1.12, 1.0, 0.823209486166008
35, 1.05, 0, 1.12, 0.9642857142857143, 1.1111111111111112, 0.8490793650793652
36, 0.9523809523809523, 0, 1.0357142857142858, 1.037037037037037, 1.0666666666666667, 0.8183597883597884
37, 0.95, 0, 0.896551724137931, 1.0357142857142858, 1.0, 0.7764532019704433
38, 1.105263157894737, 0, 1.2307692307692308, 0.9655172413793104, 1.0, 0.8603099260086557
39, 1.0952380952380953, 0, 0.96875, 1.0357142857142858, 1.0625, 0.8324404761904762
40, 1.0434782608695652, 0, 1.0, 1.0689655172413792, 1.0, 0.8224887556221889
41, 1.0416666666666667, 0, 1.096774193548387, 1.032258064516129, 1.0, 0.8341397849462366
42, 1.08, 0, 1.0588235294117647, 0.875, 1.0294117647058822, 0.8086470588235294
43, 0.9629629629629629, 0, 1.0277777777777777, 1.0, 1.0571428571428572, 0.8095767195767195
44, 1.1538461538461537, 0, 1.0810810810810811, 0.9642857142857143, 1.0, 0.8398425898425899
45, 0.9666666666666667, 0, 1.05, 1.0, 1.1081081081081081, 0.8249549549549549
46, 1.0, 0, 1.0476190476190477, 1.0, 1.0, 0.8095238095238095
47, 1.0344827586206897, 0, 1.0227272727272727, 1.1111111111111112, 1.048780487804878, 0.8434203260527904
48, 1.0, 0, 0.9555555555555556, 1.0333333333333334, 1.0930232558139534, 0.8163824289405686
49, 0.9333333333333333, 0, 1.0930232558139534, 1.064516129032258, 1.0, 0.818174543635909
50, 1.0714285714285714, 0, 1.0425531914893618, 1.0, 0.9787234042553191, 0.8185410334346506
51, 1.0333333333333334, 0, 0.9795918367346939, 1.0303030303030303, 0.9782608695652174, 0.8042978139872551
52, 1.0, 0, 0.9166666666666666, 1.0294117647058822, 1.0666666666666667, 0.8025490196078431
53, 1.032258064516129, 0, 0.9772727272727273, 1.1428571428571428, 1.0416666666666667, 0.8388109202625331
54, 1.0625, 0, 0.9069767441860465, 1.025, 1.08, 0.8148953488372094
55, 1.0, 0, 1.1282051282051282, 0.9512195121951219, 1.0, 0.81588492808005
56, 1.088235294117647, 0, 1.0454545454545454, 1.0769230769230769, 0.9629629629629629, 0.8347151758916465
57, 1.054054054054054, 0, 1.0, 1.119047619047619, 0.9423076923076923, 0.8230818730818731
58, 0.9487179487179487, 0, 1.0217391304347827, 0.9787234042553191, 1.0816326530612246, 0.806162627293855
59, 1.162162162162162, 0, 0.9787234042553191, 1.065217391304348, 1.0943396226415094, 0.8600885160726678
60, 1.0, 0, 1.0, 1.0204081632653061, 0.9827586206896551, 0.8006333567909921
61, 1.0465116279069768, 0, 1.065217391304348, 0.92, 1.0, 0.8063458038422648
62, 0.9777777777777777, 0, 0.9591836734693877, 0.9782608695652174, 1.087719298245614, 0.8005883238115994
63, 0.9545454545454546, 0, 1.0212765957446808, 1.0666666666666667, 0.9354838709677419, 0.7955945175849088
64, 1.0714285714285714, 0, 1.1041666666666667, 1.0, 1.0344827586206897, 0.8420155993431855
65, 1.1333333333333333, 0, 0.9622641509433962, 1.0625, 1.0333333333333334, 0.8382861635220126
66, 1.0196078431372548, 0, 1.0392156862745099, 0.9803921568627451, 1.064516129032258, 0.8207463630613535
67, 1.1153846153846154, 0, 1.0566037735849056, 0.94, 0.9696969696969697, 0.8163370717332981
68, 1.103448275862069, 0, 1.0, 1.0425531914893618, 1.09375, 0.847950293470286
69, 0.96875, 0, 1.0, 1.0204081632653061, 1.0571428571428572, 0.8092602040816326
70, 1.032258064516129, 0, 1.125, 1.0, 1.0, 0.8314516129032258
71, 1.0625, 0, 0.9841269841269841, 1.1, 0.918918918918919, 0.8131091806091806
72, 1.0, 0, 1.0161290322580645, 1.018181818181818, 1.088235294117647, 0.8245092289115059
73, 0.9558823529411765, 0, 0.9841269841269841, 1.0178571428571428, 1.0135135135135136, 0.7942759986877633
74, 1.0769230769230769, 0, 0.9838709677419355, 1.0, 0.96, 0.8041588089330025
75, 0.9428571428571428, 0, 1.0655737704918034, 0.9824561403508771, 1.0, 0.7981774107399647
76, 0.9848484848484849, 0, 0.9538461538461539, 1.0, 1.0277777777777777, 0.7932944832944833
77, 1.0307692307692307, 0, 1.032258064516129, 1.0714285714285714, 1.0405405405405406, 0.8349992814508942
78, 1.044776119402985, 0, 1.0625, 1.0, 1.0, 0.821455223880597
79, 1.0, 0, 1.0147058823529411, 1.0, 0.961038961038961, 0.7951489686783805
80, 1.0857142857142856, 0, 1.0289855072463767, 1.0333333333333334, 1.0405405405405406, 0.8377147333669072
81, 1.0394736842105263, 0, 1.028169014084507, 1.0161290322580645, 1.0389610389610389, 0.8245465539028274
82, 1.0126582278481013, 0, 0.9452054794520548, 1.0317460317460319, 1.0125, 0.8004219478092376
83, 1.05, 0, 0.9855072463768116, 1.0307692307692307, 1.0246913580246915, 0.8181935670341467
84, 0.9880952380952381, 0, 1.0, 1.044776119402985, 1.0240963855421688, 0.8113935486080784
85, 1.036144578313253, 0, 0.9705882352941176, 1.0571428571428572, 1.0, 0.8127751341500457
86, 1.069767441860465, 0, 1.0151515151515151, 1.0, 1.035294117647059, 0.8240426149318077
87, 1.0, 0, 0.9850746268656716, 1.0810810810810811, 1.0340909090909092, 0.8200493234075324
88, 1.065217391304348, 0, 1.0757575757575757, 1.0125, 1.021978021978022, 0.8350905978079892
89, 1.010204081632653, 0, 1.0704225352112675, 0.9876543209876543, 1.021505376344086, 0.8179572628351321
90, 1.02020202020202, 0, 1.0, 1.0625, 1.0315789473684212, 0.8228561935140881
91, 0.9900990099009901, 0, 0.9736842105263158, 1.1058823529411765, 1.0204081632653061, 0.8180147473267578
92, 1.06, 0, 1.0135135135135136, 1.0, 1.03, 0.8207027027027027
93, 1.009433962264151, 0, 1.0133333333333334, 1.0319148936170213, 1.0194174757281553, 0.8148199329885323
94, 1.0, 0, 1.0263157894736843, 1.0309278350515463, 1.0476190476190477, 0.8209725344288555
95, 0.9906542056074766, 0, 1.0384615384615385, 1.05, 1.0454545454545454, 0.8249140579047122
96, 1.0188679245283019, 0, 1.037037037037037, 1.0095238095238095, 1.017391304347826, 0.8165640150873947
97, 1.0555555555555556, 0, 1.0357142857142858, 1.009433962264151, 1.0512820512820513, 0.8303971709632088
98, 0.9824561403508771, 0, 1.0344827586206897, 0.9906542056074766, 1.024390243902439, 0.8063966696962964
99, 1.0357142857142858, 0, 1.0555555555555556, 1.028301886792453, 0.9841269841269841, 0.8207397424378557
100, 1.0344827586206897, 0, 0.9894736842105263, 1.055045871559633, 1.0725806451612903, 0.8303165919104278
